title,n_human_reviews,baseline_jacc_mean,baseline_jacc_max,trained_jacc_mean,trained_jacc_max,baseline_sbert_mean,baseline_sbert_max,trained_sbert_mean,trained_sbert_max
Collaborative Generated Hashing for Market Analysis and Fast Cold-start Recommendation | OpenReview,3,0.14150185399382162,0.15483870967741936,0.1409870641169854,0.15357142857142858,0.6943074067433676,0.725724458694458,0.43728868166605633,0.5021973252296448
Collaborative Inter-agent Knowledge Distillation for Reinforcement Learning | OpenReview,3,0.1355914024625681,0.15734265734265734,0.16122292537497904,0.18532818532818532,0.47167040904362995,0.5508463978767395,0.5386091470718384,0.6084573268890381
Collaborative Training of Balanced Random Forests for Open Set Domain Adaptation | OpenReview,3,0.13688199667435386,0.15246636771300448,0.15554805604314056,0.16201117318435754,0.7590733766555786,0.78436279296875,0.5052824219067892,0.5560165643692017
Collapsed amortized variational inference for switching nonlinear dynamical systems | OpenReview,3,0.0970677066918794,0.1,0.1732570394620256,0.1919191919191919,0.5053504705429077,0.5619684457778931,0.5143133600552877,0.5639902353286743
Coloring graph neural networks for node disambiguation | OpenReview,3,0.1209127856679403,0.12886597938144329,0.15686315031713968,0.18032786885245902,0.5908947189648946,0.6997450590133667,0.5864404837290446,0.6694042086601257
COMBINED FLEXIBLE ACTIVATION FUNCTIONS FOR DEEP NEURAL NETWORKS | OpenReview,3,0.1487242428701134,0.1700404858299595,0.13875297593935454,0.15481171548117154,0.5915447473526001,0.6223249435424805,0.5331946512063345,0.59086012840271
Combining graph and sequence information to learn protein representations | OpenReview,3,0.1382047877582516,0.1498371335504886,0.14605109061630803,0.16363636363636364,0.6333641211191813,0.6973496675491333,0.6232504645983378,0.6655770540237427
Combining MixMatch and Active Learning for Better Accuracy with Fewer Labels | OpenReview,3,0.15042383795808453,0.16,0.12463285842356935,0.1323529411764706,0.6558785637219747,0.7043229937553406,0.5499866306781769,0.6196654438972473
Combining Q-Learning and Search with Amortized Value Estimates | OpenReview,3,0.12092686495622999,0.14,0.12377997488427872,0.13615023474178403,0.6747418244679769,0.7480884790420532,0.6346156199773153,0.750781774520874
Comparing Fine-tuning and Rewinding in Neural Network Pruning | OpenReview,3,0.12853112598053254,0.15354330708661418,0.16287430515848245,0.2033195020746888,0.7894786397616068,0.8219097852706909,0.6923539042472839,0.7802640795707703
Composable Semi-parametric Modelling for Long-range Motion Generation | OpenReview,3,0.11389192581918557,0.12686567164179105,0.16100099937876455,0.18272425249169436,0.6611603101094564,0.6808865070343018,0.6592007676760355,0.6629472970962524
Composing Task-Agnostic Policies with Deep Reinforcement Learning | OpenReview,3,0.14999336686083672,0.17670682730923695,0.16994150296475877,0.18146718146718147,0.504619707663854,0.5679706335067749,0.5256110429763794,0.6555923223495483
Composition-based Multi-Relational Graph Convolutional Networks | OpenReview,3,0.12965043398022366,0.14215686274509803,0.15428767929542575,0.15609756097560976,0.7667522430419922,0.8003489971160889,0.7663464148839315,0.8046873807907104
Compositional Continual Language Learning | OpenReview,3,0.1289533660320177,0.1409090909090909,0.08412541247483561,0.08602150537634409,0.5891226728757223,0.6157533526420593,0.5476284623146057,0.6468002796173096
Compositional Embeddings: Joint Perception and Comparison of Class Label Sets | OpenReview,3,0.12437367548141746,0.1377952755905512,0.17385807729265587,0.2087378640776699,0.6401165127754211,0.6964870691299438,0.615932027498881,0.6920583844184875
Compositional languages emerge in a neural iterated learning model | OpenReview,3,0.13949861156615093,0.14396887159533073,0.13440812006018185,0.14468085106382977,0.7027982870737711,0.7456607818603516,0.6187524596850077,0.6440764665603638
Compositional Transfer in Hierarchical Reinforcement Learning | OpenReview,3,0.09337797065755281,0.10144927536231885,0.14740058901088068,0.16666666666666666,0.5393589735031128,0.6770395636558533,0.6199396451314291,0.6613600254058838
Compositional Visual Generation with Energy Based Models | OpenReview,3,0.10836721279000139,0.12612612612612611,0.11023667690334356,0.12467532467532468,0.5227877597014109,0.6775504350662231,0.33456483483314514,0.46059513092041016
Compressed Sensing with Deep Image Prior and Learned Regularization | OpenReview,4,0.10756845047777502,0.14150943396226415,0.1266089245196214,0.16201117318435754,0.6659239828586578,0.7387837767601013,0.5406168401241302,0.6267001628875732
Compressing BERT: Studying the Effects of Weight Pruning on Transfer Learning | OpenReview,3,0.16235559637554456,0.16342412451361868,0.19060556103198611,0.1975806451612903,0.7157931129137675,0.7833694815635681,0.7494831482569376,0.7940091490745544
Compression based bound for non-compressed network: unified generalization error analysis of large compressible deep neural network | OpenReview,3,0.1749683002084739,0.19457013574660634,0.16794144012338574,0.18807339449541285,0.6569950779279073,0.7013654112815857,0.537215918302536,0.5839868783950806
Compression without Quantization | OpenReview,4,0.1236861140188332,0.14225941422594143,0.1543778162353715,0.17768595041322313,0.6634133011102676,0.7287601828575134,0.648275226354599,0.6701425313949585
"Compressive Recovery Defense: A Defense Framework for $ell_0, ell_2$ and $ell_infty$ norm attacks. | OpenReview",3,0.1546222793610215,0.1722488038277512,0.14892124042440658,0.16494845360824742,0.5049039522806803,0.5770297050476074,0.5447143912315369,0.5799484252929688
Compressive Transformers for Long-Range Sequence Modelling | OpenReview,3,0.16558833255890862,0.18181818181818182,0.14866093889082393,0.16475095785440613,0.6281458338101705,0.6655107736587524,0.565021018187205,0.5974975824356079
Computation Reallocation for Object Detection | OpenReview,4,0.11914351818261562,0.15441176470588236,0.16127170581371794,0.1792452830188679,0.7061292082071304,0.7257124185562134,0.66469706594944,0.7098773717880249
Concise Multi-head Attention Models | OpenReview,3,0.14407940887198084,0.15469613259668508,0.16142875585073566,0.17898832684824903,0.6609768668810526,0.7869032025337219,0.6297413309415182,0.7093088626861572
Conditional Flow Variational Autoencoders for Structured Sequence Prediction | OpenReview,3,0.11935720000680931,0.14018691588785046,0.14052596482453947,0.14333333333333334,0.5204246441523234,0.6505234241485596,0.5242827335993449,0.6069339513778687
Conditional generation of molecules from disentangled representations | OpenReview,3,0.09156255344710353,0.10263929618768329,0.10730033771352175,0.11470588235294117,0.5398926138877869,0.5751711130142212,0.6351932485898336,0.7423614859580994
Conditional Invertible Neural Networks for Guided Image Generation | OpenReview,4,0.10070501683893407,0.11274509803921569,0.13072703259311616,0.1510791366906475,0.6407008320093155,0.7116934061050415,0.6513735055923462,0.7275058031082153
Conditional Learning of Fair Representations | OpenReview,3,0.1331495674281649,0.14332247557003258,0.13488252389036895,0.14007782101167315,0.563303271929423,0.631027102470398,0.6145211656888326,0.6856274008750916
CONFEDERATED MACHINE LEARNING ON HORIZONTALLY AND VERTICALLY SEPARATED MEDICAL DATA FOR LARGE-SCALE HEALTH SYSTEM INTELLIGENCE | OpenReview,3,0.10322822822822823,0.12179487179487179,0.13943970061142738,0.15483870967741936,0.6661760608355204,0.7455838918685913,0.6420625845591227,0.6663751602172852
Confidence Scores Make Instance-dependent Label-noise Learning Possible | OpenReview,3,0.1797835497835498,0.19555555555555557,0.1596992965973929,0.16428571428571428,0.6708150704701742,0.8309314250946045,0.5258079767227173,0.6592891216278076
Confidence-Calibrated Adversarial Training: Towards Robust Models Generalizing Beyond the Attack Used During Training | OpenReview,3,0.13487470212409047,0.15616438356164383,0.14359541331125755,0.16332378223495703,0.6553656856218973,0.7689217925071716,0.677882174650828,0.724931538105011
Connecting the Dots Between MLE and RL for Sequence Prediction | OpenReview,3,0.15418282388452012,0.1782608695652174,0.14998719814961817,0.16831683168316833,0.5817220409711202,0.6003104448318481,0.5098915497461954,0.5879696607589722
Connectivity-constrained interactive annotations for panoptic segmentation | OpenReview,4,0.1473232582773561,0.16285714285714287,0.1434699889191077,0.16272189349112426,0.6394039690494537,0.6922839879989624,0.6652422547340393,0.7169812321662903
ConQUR: Mitigating Delusional Bias in Deep Q-Learning | OpenReview,3,0.1295855363418581,0.1349206349206349,0.1718336807872013,0.17962466487935658,0.7174321413040161,0.762578010559082,0.6811894575754801,0.6938564777374268
Conservative Uncertainty Estimation By Fitting Prior Networks | OpenReview,3,0.13367910387075752,0.15467625899280577,0.15272662539079154,0.15867158671586715,0.7039627432823181,0.7260300517082214,0.5739295482635498,0.6552377939224243
Consistency Regularization for Generative Adversarial Networks | OpenReview,3,0.13013612610349748,0.15217391304347827,0.11068303116233398,0.13991769547325103,0.7531028588612875,0.7607908844947815,0.6644227504730225,0.7274036407470703
Consistency-Based Semi-Supervised Active Learning: Towards Minimizing Labeling Budget | OpenReview,2,0.14315852923447858,0.14345991561181434,0.16081336696090792,0.16393442622950818,0.7614448070526123,0.7639892101287842,0.7931484878063202,0.8521394729614258
Consistent Meta-Reinforcement Learning via Model Identification and Experience Relabeling | OpenReview,3,0.13848135388014304,0.14324324324324325,0.1600411849573327,0.1681159420289855,0.6299150188763937,0.6755561828613281,0.4993373950322469,0.5212292075157166
Constant Curvature Graph Convolutional Networks | OpenReview,3,0.11898716823252427,0.1278409090909091,0.17185867274774125,0.2,0.6286025643348694,0.6774774789810181,0.5988528529802958,0.619897186756134
Constant Time Graph Neural Networks | OpenReview,3,0.1433309845916766,0.1589958158995816,0.1916822341495519,0.205761316872428,0.5396722555160522,0.5821813344955444,0.540320614973704,0.5795568823814392
Constrained Markov Decision Processes via Backward Value Functions | OpenReview,3,0.12704529775052922,0.13744075829383887,0.17031362899603572,0.1893491124260355,0.6723793148994446,0.7426189184188843,0.6429594159126282,0.7434030175209045
Context Based Machine Translation With Recurrent Neural Network For English-Amharic Translation | OpenReview,3,0.1508548708552325,0.17916666666666667,0.14218645204560695,0.14285714285714285,0.7449674208958944,0.7968027591705322,0.4352036913235982,0.45376691222190857
Context-aware Attention Model for Coreference Resolution | OpenReview,3,0.10428364738709567,0.1625615763546798,0.1180538871033302,0.17370892018779344,0.5056574394305547,0.7399876117706299,0.5341537098089854,0.7235797643661499
Context-Aware Object Detection With Convolutional Neural Networks | OpenReview,3,0.13398751203629253,0.15873015873015872,0.1437429115010753,0.16194331983805668,0.7621315916379293,0.8193961381912231,0.7141078114509583,0.7530555725097656
Contextual Inverse Reinforcement Learning | OpenReview,3,0.15079397484089566,0.15615615615615616,0.14993992257150154,0.16216216216216217,0.7101526657740275,0.7897636890411377,0.6380590001742045,0.706636905670166
Contextual Temperature for Language Modeling | OpenReview,3,0.1117683402635069,0.13218390804597702,0.1488583317584602,0.17297297297297298,0.6699077486991882,0.7346063256263733,0.698564330736796,0.7385327816009521
Contextual Text Style Transfer | OpenReview,3,0.1555988419162432,0.17488789237668162,0.18675284286594598,0.19935691318327975,0.653272827466329,0.7221390008926392,0.7152796785036722,0.7819828987121582
Continual Deep Learning by Functional Regularisation of Memorable Past | OpenReview,3,0.12922136499591663,0.14859437751004015,0.10888468511412819,0.13170731707317074,0.5064255694548289,0.5444649457931519,0.4090803762276967,0.6870362162590027
Continual Density Ratio Estimation (CDRE): A new method for evaluating generative models in continual learning | OpenReview,3,0.1528848630432419,0.1651376146788991,0.12148136561174512,0.14007782101167315,0.6468633413314819,0.7358453273773193,0.5482706427574158,0.5960502624511719
Continual Learning using the SHDL Framework with Skewed Replay Distributions | OpenReview,3,0.13751285023731927,0.15,0.14555317949582638,0.1728395061728395,0.6072618166605631,0.7246237993240356,0.6654824813206991,0.7616798877716064
Continual Learning via Neural Pruning | OpenReview,3,0.12015716374269005,0.140625,0.14338279669852952,0.1544502617801047,0.6383931636810303,0.6701663732528687,0.728059987227122,0.8211578726768494
Continual Learning via Principal Components Projection | OpenReview,3,0.12610177896237526,0.14027149321266968,0.14999296125710293,0.16199376947040497,0.6068379580974579,0.757966160774231,0.608180562655131,0.707812488079071
Continual Learning with Adaptive Weights (CLAW) | OpenReview,3,0.1343974865713996,0.15,0.15864434318209772,0.19047619047619047,0.7215037743250529,0.737284779548645,0.6188744306564331,0.6340681314468384
Continual Learning with Bayesian Neural Networks for Non-Stationary Data | OpenReview,3,0.11767690312940836,0.13059701492537312,0.13310060915122457,0.13733905579399142,0.718145509560903,0.7755864858627319,0.6262420614560446,0.6961873769760132
Continual Learning with Delayed Feedback | OpenReview,3,0.12403337403337404,0.1423611111111111,0.15274630623467833,0.15555555555555556,0.6014348665873209,0.6207829713821411,0.6529756784439087,0.6891415119171143
Continual Learning with Gated Incremental Memories for Sequential Data Processing | OpenReview,3,0.1566361556064073,0.19285714285714287,0.16196093559629163,0.17682926829268292,0.6986842751502991,0.7442891597747803,0.5341557959715525,0.554206132888794
Continual learning with hypernetworks | OpenReview,3,0.1371490036231884,0.16796875,0.17044900517998074,0.1780821917808219,0.7756540775299072,0.8089251518249512,0.7147419651349386,0.7663784027099609
Continuous Adaptation in Multi-agent Competitive Environments | OpenReview,2,0.1125349487418453,0.12162162162162163,0.16185902377355,0.17770034843205576,0.6351667642593384,0.6742585897445679,0.5032224059104919,0.5577681064605713
"Continuous Control with Contexts, Provably | OpenReview",3,0.1577293050079422,0.1856060606060606,0.15224807746607538,0.17142857142857143,0.6042479475339254,0.6758043169975281,0.620046079158783,0.7286403179168701
Continuous Convolutional Neural Network forNonuniform Time Series | OpenReview,3,0.1326956802543657,0.15343915343915343,0.18814064982896986,0.2088607594936709,0.6185638507207235,0.8177738189697266,0.619790514310201,0.7105894088745117
Continuous Graph Flow | OpenReview,3,0.11307763767695352,0.1183206106870229,0.17788126482860359,0.1853146853146853,0.6390691598256429,0.6788367033004761,0.657507320245107,0.7118192315101624
Continuous Meta-Learning without Tasks | OpenReview,3,0.1233560646944349,0.12727272727272726,0.14646151461127044,0.16494845360824742,0.6641993125279745,0.723296582698822,0.6072705984115601,0.6373170018196106
Contrastive Learning of Structured World Models | OpenReview,3,0.11739354562383138,0.1517509727626459,0.11995989692007498,0.1346153846153846,0.5582074721654257,0.5790016651153564,0.5737868348757426,0.6319066882133484
Contrastive Multiview Coding | OpenReview,3,0.13291824999680135,0.14201183431952663,0.12915287044157012,0.1450381679389313,0.521204670270284,0.6341193914413452,0.5326137940088908,0.6715530157089233
Contrastive Representation Distillation | OpenReview,3,0.11098993577937351,0.11518324607329843,0.178871587865711,0.19095477386934673,0.5790153741836548,0.6256470084190369,0.6140707929929098,0.700729250907898
CONTRIBUTION OF INTERNAL REFLECTION IN LANGUAGE EMERGENCE WITH AN UNDER-RESTRICTED SITUATION | OpenReview,2,0.13029578372511108,0.13440860215053763,0.1358468286099865,0.15064102564102563,0.527610257267952,0.6174207925796509,0.311632975935936,0.31894800066947937
Controlling generative models with continuous factors of variations | OpenReview,3,0.12263835372667399,0.14558472553699284,0.07886479090659088,0.09561752988047809,0.5448843638102213,0.6095225811004639,0.5088369647661845,0.5482006072998047
Convergence Analysis of a Momentum Algorithm with Adaptive Step Size for Nonconvex Optimization | OpenReview,3,0.11593829044179975,0.128,0.11739322056401086,0.12077294685990338,0.6542838215827942,0.7292258739471436,0.6621699929237366,0.7438563108444214
Convergence Behaviour of Some Gradient-Based Methods on Bilinear Zero-Sum Games | OpenReview,3,0.14693857231031857,0.1607843137254902,0.13992117117117117,0.14714714714714713,0.6446113785107931,0.6820382475852966,0.5901828010876974,0.6151578426361084
Convolutional Bipartite Attractor Networks | OpenReview,3,0.12637523227138375,0.13138686131386862,0.13429101452340667,0.14666666666666667,0.6636317769686381,0.7135190367698669,0.5386414527893066,0.6393454074859619
Convolutional Conditional Neural Processes | OpenReview,3,0.11621059835345549,0.12612612612612611,0.12575634436332378,0.13839285714285715,0.6036112507184347,0.6575350761413574,0.508186399936676,0.5437338352203369
Convolutional Tensor-Train LSTM for Long-Term Video Prediction | OpenReview,3,0.13939280359820092,0.16810344827586207,0.1657509815538271,0.19196428571428573,0.6497707366943359,0.6884405612945557,0.6875622868537903,0.6923720836639404
Coordinated Exploration via Intrinsic Rewards for Multi-Agent Reinforcement Learning | OpenReview,3,0.12751414468232028,0.15867158671586715,0.15765927828621326,0.17366946778711484,0.7212499777475992,0.7934672832489014,0.6514573693275452,0.7010741233825684
COPHY: Counterfactual Learning of Physical Dynamics | OpenReview,3,0.12354037585938642,0.12831858407079647,0.12337756120251787,0.12824956672443674,0.602363258600235,0.7196145057678223,0.5608689288298289,0.6537853479385376
Copy That! Editing Sequences by Copying Spans | OpenReview,3,0.14179818020731383,0.16071428571428573,0.16196652771705625,0.17216117216117216,0.6838996807734171,0.7483031153678894,0.7294714252154032,0.7900035381317139
Coresets for Accelerating Incremental Gradient Methods | OpenReview,3,0.10349822989305012,0.12021857923497267,0.15551547828993664,0.16758241758241757,0.5927879015604655,0.6751899123191833,0.5828134417533875,0.6424917578697205
Corpus Based Amharic Sentiment Lexicon Generation | OpenReview,3,0.12968349291336048,0.13529411764705881,0.1674078188053066,0.18834080717488788,0.7640746434529623,0.798511266708374,0.8055526812871298,0.8464743494987488
Cost-Effective Testing of a Deep Learning Model through Input Reduction | OpenReview,3,0.13780021736274498,0.16129032258064516,0.13353652520319184,0.1488095238095238,0.389662504196167,0.43220484256744385,0.43547170360883075,0.5080234408378601
Count-guided Weakly Supervised Localization Based on Density Map | OpenReview,3,0.1112859893182695,0.11567164179104478,0.13278019653969486,0.15807560137457044,0.552984615166982,0.5802871584892273,0.5645532011985779,0.589564323425293
Counterfactual Regularization for Model-Based Reinforcement Learning | OpenReview,3,0.13179963906949618,0.15254237288135594,0.17347547305174424,0.18412698412698414,0.6187803546587626,0.7639079093933105,0.5174458424250284,0.5383803844451904
Counterfactuals uncover the modular structure of deep generative models | OpenReview,3,0.10980102964000026,0.12941176470588237,0.13502666590997398,0.14144736842105263,0.49392245213190716,0.710402250289917,0.5137576758861542,0.6702823638916016
Cover Filtration and Stable Paths in the Mapper | OpenReview,2,0.1285609102369879,0.16423357664233576,0.11644947760497183,0.13523131672597866,0.6663455665111542,0.6910673975944519,0.6094946563243866,0.6373835802078247
CP-GAN: Towards a Better Global Landscape of GANs | OpenReview,3,0.12375036326262767,0.13617021276595745,0.1710102655672087,0.18376068376068377,0.6540160775184631,0.6802443265914917,0.7429911295572916,0.8048079013824463
Crafting Data-free Universal Adversaries with Dilate Loss | OpenReview,4,0.15320526384322408,0.17307692307692307,0.16399194336399225,0.1935483870967742,0.6734286099672318,0.6844834685325623,0.6417912095785141,0.714404284954071
"Credible Sample Elicitation by Deep Learning, for Deep Learning | OpenReview",2,0.1278149726110773,0.16129032258064516,0.12429323769829731,0.14917127071823205,0.5527254939079285,0.6076328754425049,0.2675517499446869,0.28230786323547363
Critical initialisation in continuous approximations of binary neural networks | OpenReview,3,0.11325682635444523,0.1336405529953917,0.14814261119987768,0.17509727626459143,0.6468387842178345,0.7880455255508423,0.628702720006307,0.8133940696716309
CRNet: Image Super-Resolution Using A Convolutional Sparse Coding Inspired Network | OpenReview,3,0.13373003730255872,0.1368421052631579,0.11977341703722706,0.14792899408284024,0.6430156032244364,0.7079648971557617,0.561030258735021,0.6646602153778076
Cross Domain Imitation Learning | OpenReview,3,0.12135044401126273,0.13596491228070176,0.16281865209102456,0.17772511848341233,0.7542183001836141,0.7974998950958252,0.6865635315577189,0.7314053177833557
"Cross-Dimensional Self-Attention for Multivariate, Geo-tagged Time Series Imputation | OpenReview",3,0.15759451516774467,0.17592592592592593,0.12271930617358774,0.1834319526627219,0.6137373447418213,0.7851035594940186,0.4112815856933594,0.45625361800193787
CROSS-DOMAIN CASCADED DEEP TRANSLATION | OpenReview,3,0.14273834835847685,0.16176470588235295,0.15048789843063903,0.1797752808988764,0.6075584689776102,0.70475172996521,0.6273477673530579,0.6976330280303955
Cross-Domain Few-Shot Classification via Learned Feature-Wise Transformation | OpenReview,3,0.16401283054858243,0.18333333333333332,0.13129534737733398,0.15254237288135594,0.7267835140228271,0.7838205099105835,0.6823810736338297,0.7348285913467407
Cross-Iteration Batch Normalization | OpenReview,3,0.15161273141714407,0.1791044776119403,0.15466674010562972,0.17142857142857143,0.7275822758674622,0.840723991394043,0.7337954243024191,0.7767884135246277
Cross-Lingual Ability of Multilingual BERT: An Empirical Study | OpenReview,3,0.13945354608476285,0.14864864864864866,0.15963023130755896,0.16044776119402984,0.7478519082069397,0.7948294281959534,0.6783627271652222,0.708773136138916
Cross-lingual Alignment vs Joint Training: A Comparative Study and A Simple Unified Framework | OpenReview,3,0.1031431433589074,0.11147540983606558,0.16859585268904745,0.17834394904458598,0.7547935446103414,0.8161402344703674,0.7582972844441732,0.8029430508613586
CrossNorm: On Normalization for Off-Policy Reinforcement Learning | OpenReview,3,0.14031686423584197,0.1836734693877551,0.1310843075054196,0.1419141914191419,0.6789852976799011,0.8253230452537537,0.5828233559926351,0.5924948453903198
Curriculum Learning for Deep Generative Models with Clustering | OpenReview,2,0.13798147245246223,0.14285714285714285,0.18092343320306847,0.19858156028368795,0.5352160334587097,0.5550726056098938,0.48967236280441284,0.4982324242591858
Curriculum Loss: Robust Learning and Generalization against Label Corruption | OpenReview,3,0.13787243252949152,0.17010309278350516,0.16222825852365202,0.17326732673267325,0.6839392781257629,0.7423864006996155,0.5267330209414164,0.5567055344581604
CURSOR-BASED ADAPTIVE QUANTIZATION FOR DEEP NEURAL NETWORK | OpenReview,3,0.1282373645713029,0.13636363636363635,0.09948077631293177,0.11538461538461539,0.6732297937075297,0.7408959865570068,0.630773683389028,0.6821816563606262
Curvature Graph Network | OpenReview,3,0.12847555081776582,0.1330049261083744,0.15694217223358328,0.17,0.6645594636599222,0.7302558422088623,0.42152710755666095,0.49990636110305786
Curvature-based Robustness Certificates against Adversarial Examples | OpenReview,3,0.15295564326572078,0.19767441860465115,0.13023636845387995,0.15813953488372093,0.7550464471181234,0.8200868368148804,0.6722757816314697,0.7258816361427307
Customizing Sequence Generation with Multi-Task Dynamical Systems | OpenReview,3,0.1511368855947525,0.18502202643171806,0.16889385856415254,0.19230769230769232,0.6087731719017029,0.7327529788017273,0.626003752152125,0.7294390201568604
Cyclic Graph Dynamic Multilayer Perceptron for Periodic Signals | OpenReview,4,0.13706111397746662,0.16666666666666666,0.17839191871080418,0.196,0.6022230759263039,0.7485046982765198,0.5695213302969933,0.6462264060974121
Cyclical Stochastic Gradient MCMC for Bayesian Deep Learning | OpenReview,3,0.14902884451271547,0.16444444444444445,0.14215998456120038,0.15425531914893617,0.6084527174631754,0.8108693361282349,0.540421058734258,0.7020837664604187
CZ-GEM: A FRAMEWORK FOR DISENTANGLED REPRESENTATION LEARNING | OpenReview,3,0.12922774012562277,0.1588785046728972,0.13065708993066463,0.14835164835164835,0.5146949489911398,0.5833784341812134,0.6039230624834696,0.6435055732727051
D3PG: Deep Differentiable Deterministic Policy Gradients | OpenReview,3,0.11411076435007828,0.12396694214876033,0.13744828496816408,0.15028901734104047,0.5780694484710693,0.6126813888549805,0.3697751462459564,0.46610382199287415
DASGrad: Double Adaptive Stochastic Gradient | OpenReview,3,0.13032217245584118,0.1388888888888889,0.1699772952626569,0.17297297297297298,0.7545251051584879,0.7775355577468872,0.7270389993985494,0.7628417015075684
Data Augmentation in Training CNNs: Injecting Noise to Images | OpenReview,3,0.16314270608267034,0.1709090909090909,0.15288177429457192,0.1631578947368421,0.7033952673276266,0.8224767446517944,0.6370144486427307,0.7169845104217529
Data augmentation instead of explicit regularization | OpenReview,3,0.1466933488834564,0.17901234567901234,0.11251436546931125,0.15671641791044777,0.7569910685221354,0.8030091524124146,0.7106914718945821,0.7842373847961426
Data Valuation using Reinforcement Learning | OpenReview,3,0.14097458385537856,0.16216216216216217,0.16174431220023924,0.16326530612244897,0.5825028121471405,0.720263659954071,0.561834841966629,0.693509578704834
Data-dependent Gaussian Prior Objective for Language Generation | OpenReview,3,0.11793589316630104,0.13821138211382114,0.12597827114957202,0.14150943396226415,0.4790482521057129,0.5295326709747314,0.4716719587643941,0.5708485841751099
Data-Driven Approach to Encoding and Decoding 3-D Crystal Structures | OpenReview,3,0.12517676235178687,0.13705583756345177,0.1529051008140093,0.19678714859437751,0.7188273866971334,0.7614280581474304,0.5043680270512899,0.5909451246261597
Data-Efficient Image Recognition with Contrastive Predictive Coding | OpenReview,4,0.14257586174357315,0.15611814345991562,0.13280835772555916,0.15481171548117154,0.6076062619686127,0.6844916939735413,0.6420699208974838,0.6925178170204163
Data-Independent Neural Pruning via Coresets | OpenReview,3,0.13226793036230422,0.16666666666666666,0.16437629075180596,0.19823788546255505,0.5962826609611511,0.6846240162849426,0.5389634768168131,0.6463658213615417
DBA: Distributed Backdoor Attacks against Federated Learning | OpenReview,3,0.12684463785288613,0.12980769230769232,0.16388334586306189,0.16927899686520376,0.6538724700609843,0.675378143787384,0.7414697607358297,0.8194196224212646
DDSP: Differentiable Digital Signal Processing | OpenReview,3,0.10115146864799297,0.11594202898550725,0.13547202131709177,0.15492957746478872,0.534869372844696,0.5964680910110474,0.39766864975293476,0.41823631525039673
Decaying momentum helps neural network training | OpenReview,3,0.12671753074846584,0.15139442231075698,0.14172098947796583,0.14832535885167464,0.7015315691630045,0.766452968120575,0.6400994658470154,0.7230631113052368
Decentralized Deep Learning with Arbitrary Communication Compression | OpenReview,3,0.13226966636057547,0.14049586776859505,0.17738315398771753,0.19555555555555557,0.5010484059651693,0.5633889436721802,0.6624710957209269,0.7587257623672485
Decentralized Distributed PPO: Mastering PointGoal Navigation | OpenReview,3,0.13353899720578963,0.16455696202531644,0.1592885912233262,0.18627450980392157,0.5428414742151896,0.6099966764450073,0.5411051313082377,0.591294527053833
Deceptive Opponent Modeling with Proactive Network Interdiction for Stochastic Goal Recognition Control | OpenReview,3,0.11520964975137342,0.14534883720930233,0.13160387840250187,0.16574585635359115,0.5832072893778483,0.6346285343170166,0.397800475358963,0.4937525689601898
Decoding As Dynamic Programming For Recurrent Autoregressive Models | OpenReview,3,0.1228690745014351,0.13486842105263158,0.15664721356220074,0.16722408026755853,0.4761587878068288,0.6601660251617432,0.4962210456530253,0.5609411001205444
Decoupling Adaptation from Modeling with Meta-Optimizers for Meta Learning | OpenReview,3,0.13927213605529135,0.1532258064516129,0.13542467698813543,0.1383399209486166,0.6317133704821268,0.7190567255020142,0.6381004651387533,0.7088378667831421
Decoupling Hierarchical Recurrent Neural Networks With Locally Computable Losses | OpenReview,3,0.1283722073870209,0.14745308310991956,0.16259451843942968,0.17679558011049723,0.6290063261985779,0.6891961097717285,0.6900287469228109,0.70270174741745
Decoupling Representation and Classifier for Long-Tailed Recognition | OpenReview,3,0.1426910420616205,0.14583333333333334,0.18686946994128836,0.1896551724137931,0.6779551307360331,0.7744543552398682,0.6203261613845825,0.7397342920303345
Decoupling Weight Regularization from Batch Size for Model Compression | OpenReview,3,0.149432346207897,0.1695906432748538,0.12756432979758042,0.14516129032258066,0.6348035931587219,0.7105845808982849,0.547634075085322,0.6652066707611084
Deep 3D Pan via Local adaptive *t-shaped* convolutions with global and local adaptive dilations | OpenReview,3,0.10699848728834237,0.12,0.137854542147711,0.15668202764976957,0.6739588379859924,0.7302565574645996,0.6006390253702799,0.6381643414497375
Deep amortized clustering | OpenReview,3,0.1145803384892569,0.12121212121212122,0.13266800417930927,0.14746543778801843,0.754444400469462,0.7900773882865906,0.7185324629147848,0.7553867101669312
Deep Audio Prior | OpenReview,3,0.11060684662351694,0.11246200607902736,0.15564654392886038,0.16608996539792387,0.6337546507517496,0.6478222608566284,0.5695786078770956,0.5862032175064087
Deep Audio Priors Emerge From Harmonic Convolutional Networks | OpenReview,3,0.14782419347540834,0.15849056603773584,0.16531859738612364,0.1968503937007874,0.7083723942438761,0.7815276384353638,0.5753055214881897,0.5939315557479858
Deep Auto-Deferring Policy for Combinatorial Optimization | OpenReview,3,0.11886493749424458,0.1258741258741259,0.16099626714121604,0.16748768472906403,0.6295036673545837,0.6678382158279419,0.6458723147710165,0.653929591178894
Deep automodulators | OpenReview,3,0.10962466292983303,0.12595419847328243,0.13153835737469294,0.1417624521072797,0.4086112827062607,0.5484135746955872,0.49744964639345807,0.5862185955047607
